,2020_demandRetarderTorque,2021_demandRetarderTorque
00,,0.0
01,-0.09020360651050707,0.0
02,-0.0669424051140562,0.0
03,0.0,0.0
04,0.0,0.0
05,0.0,-0.025825359938722786
06,0.0,0.0
07,0.0,0.0
08,0.0,0.0
09,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,-0.012893781693022
