,2020_CTIS_controlAirPressure,2021_CTIS_controlAirPressure
00,,
01,1.0691280148422997,
02,0.7808706565208693,2.14
03,,2.1395599007671553
04,,26.415
05,,17.02005928627055
06,1.9799999999999998,23.339946607561316
07,6.859965130945724,
08,,
09,-0.09750000000000003,
10,3.2648516547916184,13.99340795754813
11,,4.919135745508562
12,,20.494599044663012
