,2020_retarderTorque,2021_retarderTorque
00,,0.0
01,-0.06165376682255397,0.0
02,-0.04142748947170794,0.0
03,0.0,0.0
04,0.0,0.0
05,0.0,-0.020031936853311175
06,0.0,0.0
07,0.0,0.0
08,0.0,0.0
09,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,-0.010689017089365408
