,2020_demandRetarderTorque,2021_demandRetarderTorque
01,,0.0
02,0.0,0.0
03,0.0,-0.016374752794120977
04,0.0,0.0
05,0.0,0.0
06,0.0,-0.045868781829192025
07,0.0,-0.02187067199843948
08,0.0,0.0
09,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,-0.29455099390670264,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,-0.07851830663615561,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,-0.007000616198506095
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
