,2020_retarderTorque,2021_retarderTorque
01,,0.0
02,0.0,0.0
03,0.0,-0.012701391761381759
04,0.0,0.0
05,0.0,0.0
06,0.0,-0.03719734347234769
07,0.0,-0.01995123378523359
08,0.0,0.0
09,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,-0.18232756467885325,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,-0.053570151601830665,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,-0.0049025354314141
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
