,2020_transmissionOutputSpeed,2021_transmissionOutputSpeed
01,,64.31455839252894
02,38.703566202965646,54.77814229927477
03,64.54675730426843,101.55429886136098
04,46.03792805709804,16.100606674112402
05,42.012275608197086,26.926965097641556
06,31.132660782577954,168.20332959407543
07,105.41950330808324,85.06515556422511
08,103.29163672923274,57.17198247002252
09,96.75687161260016,79.19296660999339
10,99.62972490902403,96.49535657272578
11,49.529233014833174,114.7720078387509
12,55.94379307761462,18.977453191496227
13,88.57652118562915,17.759241755119962
14,71.67888913823107,0.0
15,58.15384662422875,60.99921333286403
16,124.80561168626544,67.62462816280345
17,78.75301613473853,56.9704570921112
18,79.06223435634455,95.3857958745715
19,82.21121523318324,53.40179872402612
20,43.59105048627002,59.58838840509819
21,69.94071974243705,47.47613660547273
22,68.60316011870998,79.47208167830436
23,40.2465623267967,70.71232345639075
24,126.3189529287475,42.3011420260564
25,176.63414989792943,75.51819758993886
26,18.649960010663822,104.87027597411661
27,187.65754465625938,61.581827977559236
28,15.188513638153927,109.78127357710747
29,0.0,44.2534588310613
30,9.695293836598184,44.62241493209123
31,74.36279652391764,11.38426473292872
